"metabolites","totpathways","hmdb","kegg","wiki","reac","Synonym"
"RAMP_C_000029882",1,1,0,0,0,NA
"RAMP_C_000029892",1,1,0,0,0,NA
"RAMP_C_000029900",1,1,0,0,0,NA
"RAMP_C_000029902",1,1,0,0,0,NA
"RAMP_C_000029907",1,1,0,0,0,NA
"RAMP_C_000029921",1,1,0,0,0,NA
"RAMP_C_000029959",1,1,0,0,0,NA
"RAMP_C_000029960",1,1,0,0,0,NA
"RAMP_C_000029973",1,1,0,0,0,NA
"RAMP_C_000029982",1,1,0,0,0,NA
"RAMP_C_000029986",1,1,0,0,0,NA
"RAMP_C_000029994",1,1,0,0,0,NA
"RAMP_C_000029999",1,1,0,0,0,NA
"RAMP_C_000030004",1,1,0,0,0,NA
"RAMP_C_000030008",1,1,0,0,0,NA
"RAMP_C_000030037",1,1,0,0,0,NA
"RAMP_C_000030042",1,1,0,0,0,NA
"RAMP_C_000030055",1,1,0,0,0,NA
"RAMP_C_000030084",1,1,0,0,0,NA
"RAMP_C_000030085",1,1,0,0,0,NA
"RAMP_C_000030091",1,1,0,0,0,NA
"RAMP_C_000030098",1,1,0,0,0,NA
"RAMP_C_000030106",1,1,0,0,0,NA
"RAMP_C_000030109",1,1,0,0,0,NA
"RAMP_C_000030119",1,1,0,0,0,NA
"RAMP_C_000030121",1,1,0,0,0,NA
"RAMP_C_000030145",1,1,0,0,0,NA
"RAMP_C_000030154",1,1,0,0,0,NA
"RAMP_C_000030195",1,1,0,0,0,NA
"RAMP_C_000030199",1,1,0,0,0,NA
"RAMP_C_000030235",1,1,0,0,0,NA
"RAMP_C_000030251",1,1,0,0,0,NA
"RAMP_C_000030264",1,1,0,0,0,NA
"RAMP_C_000030297",1,1,0,0,0,NA
"RAMP_C_000030315",1,1,0,0,0,NA
"RAMP_C_000030320",1,1,0,0,0,NA
"RAMP_C_000030341",1,1,0,0,0,NA
"RAMP_C_000030348",1,1,0,0,0,NA
"RAMP_C_000030359",1,1,0,0,0,NA
"RAMP_C_000030384",1,1,0,0,0,NA
"RAMP_C_000030394",1,1,0,0,0,NA
"RAMP_C_000030409",1,1,0,0,0,NA
"RAMP_C_000030436",1,1,0,0,0,NA
"RAMP_C_000030445",1,1,0,0,0,NA
"RAMP_C_000030460",1,1,0,0,0,NA
"RAMP_C_000030479",1,1,0,0,0,NA
"RAMP_C_000030508",1,1,0,0,0,NA
"RAMP_C_000030533",1,1,0,0,0,NA
"RAMP_C_000030536",1,1,0,0,0,NA
"RAMP_C_000030537",1,1,0,0,0,NA
"RAMP_C_000030547",1,1,0,0,0,NA
"RAMP_C_000030560",1,1,0,0,0,NA
"RAMP_C_000030575",1,1,0,0,0,NA
"RAMP_C_000030582",1,1,0,0,0,NA
"RAMP_C_000030587",1,1,0,0,0,NA
"RAMP_C_000030593",1,1,0,0,0,NA
"RAMP_C_000030621",1,1,0,0,0,NA
"RAMP_C_000030664",1,1,0,0,0,NA
"RAMP_C_000030683",1,1,0,0,0,NA
"RAMP_C_000030705",1,1,0,0,0,NA
"RAMP_C_000030710",1,1,0,0,0,NA
"RAMP_C_000030741",1,1,0,0,0,NA
"RAMP_C_000030745",1,1,0,0,0,NA
"RAMP_C_000030763",1,1,0,0,0,NA
"RAMP_C_000030780",1,1,0,0,0,NA
"RAMP_C_000030823",1,1,0,0,0,NA
"RAMP_C_000030872",1,1,0,0,0,NA
"RAMP_C_000030874",1,1,0,0,0,NA
"RAMP_C_000030890",1,1,0,0,0,NA
"RAMP_C_000030902",1,1,0,0,0,NA
"RAMP_C_000030906",1,1,0,0,0,NA
"RAMP_C_000030908",1,1,0,0,0,NA
"RAMP_C_000030955",1,1,0,0,0,NA
"RAMP_C_000030989",1,1,0,0,0,NA
"RAMP_C_000030992",1,1,0,0,0,NA
"RAMP_C_000031021",1,1,0,0,0,NA
"RAMP_C_000031025",1,1,0,0,0,NA
"RAMP_C_000031030",1,1,0,0,0,NA
"RAMP_C_000031031",1,1,0,0,0,NA
"RAMP_C_000031034",1,1,0,0,0,NA
"RAMP_C_000031039",1,1,0,0,0,NA
"RAMP_C_000031050",1,1,0,0,0,NA
"RAMP_C_000031067",1,1,0,0,0,NA
"RAMP_C_000031070",1,1,0,0,0,NA
"RAMP_C_000031082",1,1,0,0,0,NA
"RAMP_C_000031086",1,1,0,0,0,NA
"RAMP_C_000031105",1,1,0,0,0,NA
"RAMP_C_000031110",1,1,0,0,0,NA
"RAMP_C_000031113",1,1,0,0,0,NA
"RAMP_C_000031115",1,1,0,0,0,NA
"RAMP_C_000031118",1,1,0,0,0,NA
"RAMP_C_000031131",1,1,0,0,0,NA
"RAMP_C_000031144",1,1,0,0,0,NA
"RAMP_C_000031148",1,1,0,0,0,NA
"RAMP_C_000031157",1,1,0,0,0,NA
"RAMP_C_000031163",1,1,0,0,0,NA
"RAMP_C_000031166",1,1,0,0,0,NA
"RAMP_C_000031198",1,1,0,0,0,NA
"RAMP_C_000031201",1,1,0,0,0,NA
"RAMP_C_000031204",1,1,0,0,0,NA
"RAMP_C_000031205",1,1,0,0,0,NA
"RAMP_C_000031212",1,1,0,0,0,NA
"RAMP_C_000031236",1,1,0,0,0,NA
"RAMP_C_000031291",1,1,0,0,0,NA
"RAMP_C_000031316",1,1,0,0,0,NA
"RAMP_C_000031342",1,1,0,0,0,NA
"RAMP_C_000031344",1,1,0,0,0,NA
"RAMP_C_000031354",1,1,0,0,0,NA
"RAMP_C_000031422",1,1,0,0,0,NA
"RAMP_C_000031425",1,1,0,0,0,NA
"RAMP_C_000031456",1,1,0,0,0,NA
"RAMP_C_000031458",1,1,0,0,0,NA
"RAMP_C_000031475",1,1,0,0,0,NA
"RAMP_C_000031483",1,1,0,0,0,NA
"RAMP_C_000031491",1,1,0,0,0,NA
"RAMP_C_000031507",1,1,0,0,0,NA
"RAMP_C_000031509",1,1,0,0,0,NA
"RAMP_C_000031511",1,1,0,0,0,NA
"RAMP_C_000031512",1,1,0,0,0,NA
"RAMP_C_000031520",1,1,0,0,0,NA
"RAMP_C_000031523",1,1,0,0,0,NA
"RAMP_C_000031524",1,1,0,0,0,NA
"RAMP_C_000031528",1,1,0,0,0,NA
"RAMP_C_000031548",1,1,0,0,0,NA
"RAMP_C_000031559",1,1,0,0,0,NA
"RAMP_C_000031569",1,1,0,0,0,NA
"RAMP_C_000031578",1,1,0,0,0,NA
"RAMP_C_000031587",1,1,0,0,0,NA
"RAMP_C_000031606",1,1,0,0,0,NA
"RAMP_C_000031634",1,1,0,0,0,NA
"RAMP_C_000031640",1,1,0,0,0,NA
"RAMP_C_000031669",1,1,0,0,0,NA
"RAMP_C_000031690",1,1,0,0,0,NA
"RAMP_C_000031694",1,1,0,0,0,NA
"RAMP_C_000031722",1,1,0,0,0,NA
"RAMP_C_000031756",1,1,0,0,0,NA
"RAMP_C_000031767",1,1,0,0,0,NA
"RAMP_C_000031768",1,1,0,0,0,NA
"RAMP_C_000031780",1,1,0,0,0,NA
"RAMP_C_000031800",1,1,0,0,0,NA
"RAMP_C_000031802",1,1,0,0,0,NA
"RAMP_C_000031825",1,1,0,0,0,NA
"RAMP_C_000031832",1,1,0,0,0,NA
"RAMP_C_000031833",1,1,0,0,0,NA
"RAMP_C_000031841",1,1,0,0,0,NA
"RAMP_C_000031888",1,1,0,0,0,NA
"RAMP_C_000031909",1,1,0,0,0,NA
"RAMP_C_000031910",1,1,0,0,0,NA
"RAMP_C_000031912",1,1,0,0,0,NA
"RAMP_C_000031926",1,1,0,0,0,NA
"RAMP_C_000031939",1,1,0,0,0,NA
"RAMP_C_000031944",1,1,0,0,0,NA
"RAMP_C_000031961",1,1,0,0,0,NA
"RAMP_C_000031967",1,1,0,0,0,NA
"RAMP_C_000031990",1,1,0,0,0,NA
"RAMP_C_000031995",1,1,0,0,0,NA
"RAMP_C_000031996",1,1,0,0,0,NA
"RAMP_C_000032001",1,1,0,0,0,NA
"RAMP_C_000032002",1,1,0,0,0,NA
"RAMP_C_000032023",1,1,0,0,0,NA
"RAMP_C_000032024",1,1,0,0,0,NA
"RAMP_C_000032058",1,1,0,0,0,NA
"RAMP_C_000032065",1,1,0,0,0,NA
"RAMP_C_000032067",1,1,0,0,0,NA
"RAMP_C_000032078",1,1,0,0,0,NA
"RAMP_C_000032080",1,1,0,0,0,NA
"RAMP_C_000032082",1,1,0,0,0,NA
"RAMP_C_000032092",1,1,0,0,0,NA
"RAMP_C_000032093",1,1,0,0,0,NA
"RAMP_C_000032119",1,1,0,0,0,NA
"RAMP_C_000032121",1,1,0,0,0,NA
"RAMP_C_000032134",1,1,0,0,0,NA
"RAMP_C_000032152",1,1,0,0,0,NA
"RAMP_C_000032159",1,1,0,0,0,NA
"RAMP_C_000032204",1,1,0,0,0,NA
"RAMP_C_000032219",1,1,0,0,0,NA
"RAMP_C_000032224",1,1,0,0,0,NA
"RAMP_C_000032227",1,1,0,0,0,NA
"RAMP_C_000032229",1,1,0,0,0,NA
"RAMP_C_000032249",1,1,0,0,0,NA
"RAMP_C_000032260",1,1,0,0,0,NA
"RAMP_C_000032275",1,1,0,0,0,NA
"RAMP_C_000032278",1,1,0,0,0,NA
"RAMP_C_000032291",1,1,0,0,0,NA
"RAMP_C_000032332",1,1,0,0,0,NA
"RAMP_C_000032336",1,1,0,0,0,NA
"RAMP_C_000032375",1,1,0,0,0,NA
"RAMP_C_000032376",1,1,0,0,0,NA
"RAMP_C_000032414",1,1,0,0,0,NA
"RAMP_C_000032419",1,1,0,0,0,NA
"RAMP_C_000032421",1,1,0,0,0,NA
"RAMP_C_000032446",1,1,0,0,0,NA
"RAMP_C_000032447",1,1,0,0,0,NA
"RAMP_C_000032479",1,1,0,0,0,NA
"RAMP_C_000032482",1,1,0,0,0,NA
"RAMP_C_000032485",1,1,0,0,0,NA
"RAMP_C_000032488",1,1,0,0,0,NA
"RAMP_C_000032499",1,1,0,0,0,NA
"RAMP_C_000032504",1,1,0,0,0,NA
"RAMP_C_000032509",1,1,0,0,0,NA
"RAMP_C_000032525",1,1,0,0,0,NA
"RAMP_C_000032526",1,1,0,0,0,NA
"RAMP_C_000032541",1,1,0,0,0,NA
"RAMP_C_000032566",1,1,0,0,0,NA
"RAMP_C_000032593",1,1,0,0,0,NA
"RAMP_C_000032621",1,1,0,0,0,NA
"RAMP_C_000032622",1,1,0,0,0,NA
"RAMP_C_000032630",1,1,0,0,0,NA
"RAMP_C_000032647",1,1,0,0,0,NA
"RAMP_C_000032659",1,1,0,0,0,NA
"RAMP_C_000032678",1,1,0,0,0,NA
"RAMP_C_000032681",1,1,0,0,0,NA
"RAMP_C_000032695",1,1,0,0,0,NA
"RAMP_C_000032697",1,1,0,0,0,NA
"RAMP_C_000032706",1,1,0,0,0,NA
"RAMP_C_000032709",1,1,0,0,0,NA
"RAMP_C_000032735",1,1,0,0,0,NA
"RAMP_C_000032737",1,1,0,0,0,NA
"RAMP_C_000032739",1,1,0,0,0,NA
"RAMP_C_000032748",1,1,0,0,0,NA
"RAMP_C_000032757",1,1,0,0,0,NA
"RAMP_C_000032759",1,1,0,0,0,NA
"RAMP_C_000032767",1,1,0,0,0,NA
"RAMP_C_000032775",1,1,0,0,0,NA
"RAMP_C_000032782",1,1,0,0,0,NA
"RAMP_C_000032810",1,1,0,0,0,NA
"RAMP_C_000032815",1,1,0,0,0,NA
"RAMP_C_000032816",1,1,0,0,0,NA
"RAMP_C_000032825",1,1,0,0,0,NA
"RAMP_C_000032842",1,1,0,0,0,NA
"RAMP_C_000032858",1,1,0,0,0,NA
"RAMP_C_000032865",1,1,0,0,0,NA
"RAMP_C_000032866",1,1,0,0,0,NA
"RAMP_C_000032893",1,1,0,0,0,NA
"RAMP_C_000032894",1,1,0,0,0,NA
"RAMP_C_000032912",1,1,0,0,0,NA
"RAMP_C_000032916",1,1,0,0,0,NA
"RAMP_C_000032917",1,1,0,0,0,NA
"RAMP_C_000032929",1,1,0,0,0,NA
"RAMP_C_000032943",1,1,0,0,0,NA
"RAMP_C_000032949",1,1,0,0,0,NA
"RAMP_C_000032953",1,1,0,0,0,NA
"RAMP_C_000032966",1,1,0,0,0,NA
"RAMP_C_000032979",1,1,0,0,0,NA
"RAMP_C_000032980",1,1,0,0,0,NA
"RAMP_C_000032985",1,1,0,0,0,NA
"RAMP_C_000032986",1,1,0,0,0,NA
"RAMP_C_000032994",1,1,0,0,0,NA
"RAMP_C_000033010",1,1,0,0,0,NA
"RAMP_C_000033023",1,1,0,0,0,NA
"RAMP_C_000033033",1,1,0,0,0,NA
"RAMP_C_000033037",1,1,0,0,0,NA
"RAMP_C_000033039",1,1,0,0,0,NA
"RAMP_C_000033064",1,1,0,0,0,NA
"RAMP_C_000033079",1,1,0,0,0,NA
"RAMP_C_000033131",1,1,0,0,0,NA
"RAMP_C_000033140",1,1,0,0,0,NA
"RAMP_C_000033141",1,1,0,0,0,NA
"RAMP_C_000033142",1,1,0,0,0,NA
"RAMP_C_000033145",1,1,0,0,0,NA
"RAMP_C_000033160",1,1,0,0,0,NA
"RAMP_C_000033163",1,1,0,0,0,NA
"RAMP_C_000033166",1,1,0,0,0,NA
"RAMP_C_000033175",1,1,0,0,0,NA
"RAMP_C_000033183",1,1,0,0,0,NA
"RAMP_C_000033191",1,1,0,0,0,NA
"RAMP_C_000033193",1,1,0,0,0,NA
"RAMP_C_000033216",1,1,0,0,0,NA
"RAMP_C_000033248",1,1,0,0,0,NA
"RAMP_C_000033293",1,1,0,0,0,NA
"RAMP_C_000033305",1,1,0,0,0,NA
"RAMP_C_000033319",1,1,0,0,0,NA
"RAMP_C_000033327",1,1,0,0,0,NA
"RAMP_C_000033331",1,1,0,0,0,NA
"RAMP_C_000033333",1,1,0,0,0,NA
"RAMP_C_000033355",1,1,0,0,0,NA
"RAMP_C_000033366",1,1,0,0,0,NA
"RAMP_C_000033371",1,1,0,0,0,NA
"RAMP_C_000033386",1,1,0,0,0,NA
"RAMP_C_000033404",1,1,0,0,0,NA
"RAMP_C_000033412",1,1,0,0,0,NA
"RAMP_C_000033417",1,1,0,0,0,NA
"RAMP_C_000033433",1,1,0,0,0,NA
"RAMP_C_000033436",1,1,0,0,0,NA
"RAMP_C_000033444",1,1,0,0,0,NA
"RAMP_C_000033460",1,1,0,0,0,NA
"RAMP_C_000033468",1,1,0,0,0,NA
"RAMP_C_000033493",1,1,0,0,0,NA
"RAMP_C_000033550",1,1,0,0,0,NA
"RAMP_C_000033560",1,1,0,0,0,NA
"RAMP_C_000033565",1,1,0,0,0,NA
"RAMP_C_000033571",1,1,0,0,0,NA
"RAMP_C_000033583",1,1,0,0,0,NA
"RAMP_C_000033612",1,1,0,0,0,NA
"RAMP_C_000033637",1,1,0,0,0,NA
"RAMP_C_000033646",1,1,0,0,0,NA
"RAMP_C_000033647",1,1,0,0,0,NA
"RAMP_C_000033656",1,1,0,0,0,NA
"RAMP_C_000033680",1,1,0,0,0,NA
"RAMP_C_000033695",1,1,0,0,0,NA
"RAMP_C_000033697",1,1,0,0,0,NA
"RAMP_C_000033719",1,1,0,0,0,NA
"RAMP_C_000033741",1,1,0,0,0,NA
"RAMP_C_000033756",1,1,0,0,0,NA
"RAMP_C_000033760",1,1,0,0,0,NA
"RAMP_C_000033767",1,1,0,0,0,NA
"RAMP_C_000033806",1,1,0,0,0,NA
"RAMP_C_000033811",1,1,0,0,0,NA
"RAMP_C_000033828",1,1,0,0,0,NA
"RAMP_C_000033846",1,1,0,0,0,NA
"RAMP_C_000033889",1,1,0,0,0,NA
"RAMP_C_000033909",1,1,0,0,0,NA
"RAMP_C_000033923",1,1,0,0,0,NA
"RAMP_C_000033933",1,1,0,0,0,NA
"RAMP_C_000033935",1,1,0,0,0,NA
"RAMP_C_000033942",1,1,0,0,0,NA
"RAMP_C_000033948",1,1,0,0,0,NA
"RAMP_C_000033953",1,1,0,0,0,NA
"RAMP_C_000033959",1,1,0,0,0,NA
"RAMP_C_000033984",1,1,0,0,0,NA
"RAMP_C_000033988",1,1,0,0,0,NA
"RAMP_C_000034022",1,1,0,0,0,NA
"RAMP_C_000034033",1,1,0,0,0,NA
"RAMP_C_000034063",1,1,0,0,0,NA
"RAMP_C_000034081",1,1,0,0,0,NA
"RAMP_C_000034104",1,1,0,0,0,NA
"RAMP_C_000034114",1,1,0,0,0,NA
"RAMP_C_000034118",1,1,0,0,0,NA
"RAMP_C_000034127",1,1,0,0,0,NA
"RAMP_C_000034136",1,1,0,0,0,NA
"RAMP_C_000034150",1,1,0,0,0,NA
"RAMP_C_000034164",1,1,0,0,0,NA
"RAMP_C_000034185",1,1,0,0,0,NA
"RAMP_C_000034197",1,1,0,0,0,NA
"RAMP_C_000034198",1,1,0,0,0,NA
"RAMP_C_000034245",1,1,0,0,0,NA
"RAMP_C_000034287",1,1,0,0,0,NA
"RAMP_C_000034308",1,1,0,0,0,NA
"RAMP_C_000034327",1,1,0,0,0,NA
"RAMP_C_000034332",1,1,0,0,0,NA
"RAMP_C_000034334",1,1,0,0,0,NA
"RAMP_C_000034348",1,1,0,0,0,NA
"RAMP_C_000034351",1,1,0,0,0,NA
"RAMP_C_000034361",1,1,0,0,0,NA
"RAMP_C_000034395",1,1,0,0,0,NA
"RAMP_C_000034400",1,1,0,0,0,NA
"RAMP_C_000034429",1,1,0,0,0,NA
"RAMP_C_000034442",1,1,0,0,0,NA
"RAMP_C_000034449",1,1,0,0,0,NA
"RAMP_C_000034465",1,1,0,0,0,NA
"RAMP_C_000034468",1,1,0,0,0,NA
"RAMP_C_000034472",1,1,0,0,0,NA
"RAMP_C_000034506",1,1,0,0,0,NA
"RAMP_C_000034529",1,1,0,0,0,NA
"RAMP_C_000034531",1,1,0,0,0,NA
"RAMP_C_000034570",1,1,0,0,0,NA
"RAMP_C_000034591",1,1,0,0,0,NA
"RAMP_C_000034598",1,1,0,0,0,NA
"RAMP_C_000034615",1,1,0,0,0,NA
"RAMP_C_000034618",1,1,0,0,0,NA
"RAMP_C_000034627",1,1,0,0,0,NA
"RAMP_C_000034629",1,1,0,0,0,NA
"RAMP_C_000034631",1,1,0,0,0,NA
"RAMP_C_000034657",1,1,0,0,0,NA
"RAMP_C_000034662",1,1,0,0,0,NA
"RAMP_C_000034677",1,1,0,0,0,NA
"RAMP_C_000034688",1,1,0,0,0,NA
"RAMP_C_000034699",1,1,0,0,0,NA
"RAMP_C_000034706",1,1,0,0,0,NA
"RAMP_C_000034729",1,1,0,0,0,NA
"RAMP_C_000034745",1,1,0,0,0,NA
"RAMP_C_000034747",1,1,0,0,0,NA
"RAMP_C_000034766",1,1,0,0,0,NA
"RAMP_C_000034784",1,1,0,0,0,NA
"RAMP_C_000034786",1,1,0,0,0,NA
"RAMP_C_000034796",1,1,0,0,0,NA
"RAMP_C_000034800",1,1,0,0,0,NA
"RAMP_C_000034804",1,1,0,0,0,NA
"RAMP_C_000034812",1,1,0,0,0,NA
"RAMP_C_000034825",1,1,0,0,0,NA
"RAMP_C_000034829",1,1,0,0,0,NA
"RAMP_C_000034833",1,1,0,0,0,NA
"RAMP_C_000034841",1,1,0,0,0,NA
"RAMP_C_000034853",1,1,0,0,0,NA
"RAMP_C_000034872",1,1,0,0,0,NA
"RAMP_C_000034879",1,1,0,0,0,NA
"RAMP_C_000034888",1,1,0,0,0,NA
"RAMP_C_000034898",1,1,0,0,0,NA
"RAMP_C_000034919",1,1,0,0,0,NA
"RAMP_C_000034931",1,1,0,0,0,NA
"RAMP_C_000034953",1,1,0,0,0,NA
"RAMP_C_000034967",1,1,0,0,0,NA
"RAMP_C_000035009",1,1,0,0,0,NA
"RAMP_C_000035021",1,1,0,0,0,NA
"RAMP_C_000035061",1,1,0,0,0,NA
"RAMP_C_000035067",1,1,0,0,0,NA
"RAMP_C_000035083",1,1,0,0,0,NA
"RAMP_C_000035090",1,1,0,0,0,NA
"RAMP_C_000035116",1,1,0,0,0,NA
"RAMP_C_000035148",1,1,0,0,0,NA
"RAMP_C_000035156",1,1,0,0,0,NA
"RAMP_C_000035160",1,1,0,0,0,NA
"RAMP_C_000035199",1,1,0,0,0,NA
"RAMP_C_000035214",1,1,0,0,0,NA
"RAMP_C_000035224",1,1,0,0,0,NA
"RAMP_C_000035236",1,1,0,0,0,NA
"RAMP_C_000035270",1,1,0,0,0,NA
"RAMP_C_000035273",1,1,0,0,0,NA
"RAMP_C_000035277",1,1,0,0,0,NA
"RAMP_C_000035283",1,1,0,0,0,NA
"RAMP_C_000035331",1,1,0,0,0,NA
"RAMP_C_000035340",1,1,0,0,0,NA
"RAMP_C_000035348",1,1,0,0,0,NA
"RAMP_C_000035357",1,1,0,0,0,NA
"RAMP_C_000035363",1,1,0,0,0,NA
"RAMP_C_000035374",1,1,0,0,0,NA
"RAMP_C_000035375",1,1,0,0,0,NA
"RAMP_C_000035393",1,1,0,0,0,NA
"RAMP_C_000035409",1,1,0,0,0,NA
"RAMP_C_000035415",1,1,0,0,0,NA
"RAMP_C_000035418",1,1,0,0,0,NA
"RAMP_C_000035424",1,1,0,0,0,NA
"RAMP_C_000035447",1,1,0,0,0,NA
"RAMP_C_000035450",1,1,0,0,0,NA
"RAMP_C_000035487",1,1,0,0,0,NA
"RAMP_C_000035522",1,1,0,0,0,NA
"RAMP_C_000035527",1,1,0,0,0,NA
"RAMP_C_000035539",1,1,0,0,0,NA
"RAMP_C_000035566",1,1,0,0,0,NA
"RAMP_C_000035586",1,1,0,0,0,NA
"RAMP_C_000035605",1,1,0,0,0,NA
"RAMP_C_000035607",1,1,0,0,0,NA
"RAMP_C_000035624",1,1,0,0,0,NA
"RAMP_C_000035639",1,1,0,0,0,NA
"RAMP_C_000035684",1,1,0,0,0,NA
"RAMP_C_000035718",1,1,0,0,0,NA
"RAMP_C_000035722",1,1,0,0,0,NA
"RAMP_C_000035742",1,1,0,0,0,NA
"RAMP_C_000035770",1,1,0,0,0,NA
"RAMP_C_000035775",1,1,0,0,0,NA
"RAMP_C_000035784",1,1,0,0,0,NA
"RAMP_C_000035785",1,1,0,0,0,NA
"RAMP_C_000035795",1,1,0,0,0,NA
"RAMP_C_000035811",1,1,0,0,0,NA
"RAMP_C_000035815",1,1,0,0,0,NA
"RAMP_C_000035832",1,1,0,0,0,NA
"RAMP_C_000035847",1,1,0,0,0,NA
"RAMP_C_000035848",1,1,0,0,0,NA
"RAMP_C_000035855",1,1,0,0,0,NA
"RAMP_C_000035875",1,1,0,0,0,NA
"RAMP_C_000035903",1,1,0,0,0,NA
"RAMP_C_000035910",1,1,0,0,0,NA
"RAMP_C_000035920",1,1,0,0,0,NA
"RAMP_C_000035922",1,1,0,0,0,NA
"RAMP_C_000035959",1,1,0,0,0,"Agopton"
"RAMP_C_000035960",1,1,0,0,0,NA
"RAMP_C_000035966",1,1,0,0,0,NA
"RAMP_C_000035989",1,1,0,0,0,NA
"RAMP_C_000036000",1,1,0,0,0,NA
"RAMP_C_000036002",1,1,0,0,0,NA
"RAMP_C_000036011",1,1,0,0,0,NA
"RAMP_C_000036012",1,1,0,0,0,NA
"RAMP_C_000036015",1,1,0,0,0,NA
"RAMP_C_000036027",1,1,0,0,0,NA
"RAMP_C_000036039",1,1,0,0,0,NA
"RAMP_C_000036078",1,1,0,0,0,NA
"RAMP_C_000036092",1,1,0,0,0,NA
"RAMP_C_000036093",1,1,0,0,0,NA
"RAMP_C_000036124",1,1,0,0,0,NA
"RAMP_C_000036139",1,1,0,0,0,NA
"RAMP_C_000036146",1,1,0,0,0,NA
"RAMP_C_000036151",1,1,0,0,0,NA
"RAMP_C_000036174",1,1,0,0,0,NA
"RAMP_C_000036215",1,1,0,0,0,NA
"RAMP_C_000036236",1,1,0,0,0,NA
"RAMP_C_000036247",1,1,0,0,0,NA
"RAMP_C_000036259",1,1,0,0,0,NA
"RAMP_C_000036290",1,1,0,0,0,NA
"RAMP_C_000036301",1,1,0,0,0,NA
"RAMP_C_000036308",1,1,0,0,0,NA
"RAMP_C_000036320",1,1,0,0,0,NA
"RAMP_C_000036328",1,1,0,0,0,NA
"RAMP_C_000036344",1,1,0,0,0,NA
"RAMP_C_000036373",1,1,0,0,0,NA
"RAMP_C_000036386",1,1,0,0,0,NA
"RAMP_C_000036387",1,1,0,0,0,NA
"RAMP_C_000036394",1,1,0,0,0,NA
"RAMP_C_000036396",1,1,0,0,0,NA
"RAMP_C_000036399",1,1,0,0,0,NA
"RAMP_C_000036423",1,1,0,0,0,NA
"RAMP_C_000036440",1,1,0,0,0,NA
"RAMP_C_000036441",1,1,0,0,0,NA
"RAMP_C_000036446",1,1,0,0,0,NA
"RAMP_C_000036448",1,1,0,0,0,NA
"RAMP_C_000036460",1,1,0,0,0,NA
"RAMP_C_000036484",1,1,0,0,0,NA
"RAMP_C_000036548",1,1,0,0,0,NA
"RAMP_C_000036552",1,1,0,0,0,NA
"RAMP_C_000036554",1,1,0,0,0,NA
"RAMP_C_000036567",1,1,0,0,0,NA
"RAMP_C_000036582",1,1,0,0,0,NA
"RAMP_C_000036590",1,1,0,0,0,NA
"RAMP_C_000036604",1,1,0,0,0,NA
"RAMP_C_000036624",1,1,0,0,0,NA
"RAMP_C_000036630",1,1,0,0,0,NA
"RAMP_C_000036638",1,1,0,0,0,NA
"RAMP_C_000036673",1,1,0,0,0,NA
"RAMP_C_000036711",1,1,0,0,0,NA
"RAMP_C_000036718",1,1,0,0,0,NA
"RAMP_C_000036726",1,1,0,0,0,NA
"RAMP_C_000036738",1,1,0,0,0,NA
"RAMP_C_000036744",1,1,0,0,0,NA
"RAMP_C_000036760",1,1,0,0,0,NA
"RAMP_C_000036775",1,1,0,0,0,NA
"RAMP_C_000036776",1,1,0,0,0,NA
"RAMP_C_000036788",1,1,0,0,0,NA
"RAMP_C_000036791",1,1,0,0,0,NA
"RAMP_C_000036830",1,1,0,0,0,NA
"RAMP_C_000036841",1,1,0,0,0,NA
"RAMP_C_000036855",1,1,0,0,0,NA
"RAMP_C_000036856",1,1,0,0,0,NA
"RAMP_C_000036857",1,1,0,0,0,NA
"RAMP_C_000036871",1,1,0,0,0,NA
"RAMP_C_000036879",1,1,0,0,0,NA
"RAMP_C_000036896",1,1,0,0,0,NA
"RAMP_C_000036899",1,1,0,0,0,NA
"RAMP_C_000036911",1,1,0,0,0,NA
"RAMP_C_000036929",1,1,0,0,0,NA
"RAMP_C_000036937",1,1,0,0,0,NA
"RAMP_C_000036939",1,1,0,0,0,NA
"RAMP_C_000036948",1,1,0,0,0,NA
"RAMP_C_000036961",1,1,0,0,0,NA
"RAMP_C_000036967",1,1,0,0,0,NA
"RAMP_C_000036984",1,1,0,0,0,NA
"RAMP_C_000037005",1,1,0,0,0,NA
"RAMP_C_000037006",1,1,0,0,0,NA
"RAMP_C_000037038",1,1,0,0,0,NA
"RAMP_C_000037048",1,1,0,0,0,NA
"RAMP_C_000037050",1,1,0,0,0,NA
"RAMP_C_000037074",1,1,0,0,0,NA
"RAMP_C_000037102",1,1,0,0,0,NA
"RAMP_C_000037104",1,1,0,0,0,NA
"RAMP_C_000037116",1,1,0,0,0,NA
"RAMP_C_000037126",1,1,0,0,0,NA
"RAMP_C_000037145",1,1,0,0,0,NA
"RAMP_C_000037152",1,1,0,0,0,NA
"RAMP_C_000037154",1,1,0,0,0,NA
"RAMP_C_000037186",1,1,0,0,0,NA
"RAMP_C_000037194",1,1,0,0,0,NA
"RAMP_C_000037205",1,1,0,0,0,NA
"RAMP_C_000037211",1,1,0,0,0,NA
"RAMP_C_000037219",1,1,0,0,0,NA
"RAMP_C_000037240",1,1,0,0,0,NA
"RAMP_C_000037248",1,1,0,0,0,NA
"RAMP_C_000037268",1,1,0,0,0,NA
"RAMP_C_000037285",1,1,0,0,0,NA
"RAMP_C_000037288",1,1,0,0,0,NA
"RAMP_C_000037296",1,1,0,0,0,NA
